ms_zoning,lot_area,land_contour,land_slope,neighborhood,condition_1,bldg_type,house_style,year_built,year_remod_add,mas_vnr_type,garage_area,wood_deck_sf,open_porch_sf,kitchen_qual,bedroom_abvgr,sale_type,saleprice,qual_cond,exter_qual_cond,bsmt_qual_cond,fireplaces_weighted,sq_ft,bsmt_weighted_sf,bath
RM,1300,Lvl,Gtl,Blueste,Norm,TwnhsE,2Story,1980,1980,None,462.0,150,0,3,2,WD ,124000,36,9,12,3,1229,423.0,1.5
RL,5500,Lvl,Gtl,OldTown,Norm,1Fam,1.5Unf,1956,1956,None,0.0,0,0,3,1,WD ,103200,24,9,9,0,882,441.0,1.0
FV,3606,Lvl,Gtl,Somerst,Norm,TwnhsE,1Story,2006,2007,None,466.0,0,241,4,2,New,194000,35,12,20,4,1352,1144.5,2.0
RL,8978,Lvl,Gtl,Sawyer,Norm,1Fam,1Story,1968,1968,None,300.0,147,0,3,3,WD ,108000,25,9,9,0,948,474.0,1.0
RL,9079,Lvl,Gtl,Sawyer,Norm,1Fam,1Story,1961,1961,None,440.0,158,0,3,2,WD ,122000,25,9,9,0,864,864.0,1.0
RL,1700,HLS,Gtl,ClearCr,Norm,Twnhs,1.5Fin,1980,1981,None,450.0,188,36,4,2,WD ,148400,35,12,12,0,1560,413.5,2.5
RL,9571,Lvl,Gtl,Edwards,Norm,1Fam,1Story,1958,1958,None,350.0,0,0,3,3,COD,60000,15,6,6,0,1276,638.0,1.0
RL,9938,Lvl,Gtl,SawyerW,Norm,1Fam,1Story,1994,1994,BrkFace,534.0,424,40,4,3,WD ,226500,35,12,12,3,1626,1436.5,2.5
C (all),9000,Lvl,Gtl,IDOTRR,Norm,1Fam,1Story,1949,1950,None,308.0,0,0,3,1,WD ,35311,6,9,9,0,480,265.0,0.0
RL,7840,Lvl,Gtl,Edwards,Norm,Duplex,SFoyer,1975,1975,BrkFace,0.0,0,0,3,4,WD ,127500,30,9,12,0,1012,976.0,2.0
RL,12395,Lvl,Gtl,Mitchel,Norm,1Fam,1Story,1984,1984,None,484.0,0,0,3,3,WD ,137500,30,9,9,0,889,755.5,1.0
RL,9638,Lvl,Gtl,Edwards,Norm,1Fam,SLvl,1977,1977,None,542.0,292,0,3,3,WD ,147000,36,9,9,2,1117,638.5,1.0
RL,13418,Lvl,Gtl,NridgHt,Norm,1Fam,2Story,2004,2005,Stone,691.0,113,32,4,4,WD ,309000,40,12,15,4,2452,558.5,3.5
RL,17597,Bnk,Gtl,Crawfor,Norm,1Fam,1Story,1971,2009,None,551.0,200,144,5,3,WD ,315000,63,16,12,8,2365,1093.5,2.0
RL,8872,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1965,2008,BrkFace,576.0,0,240,4,2,WD ,147000,40,9,9,0,912,753.5,1.0
RL,3982,Lvl,Gtl,Blmngtn,Norm,TwnhsE,1Story,2006,2006,None,648.0,312,0,5,1,New,264561,40,12,16,4,1567,1337.0,2.0
RL,7134,Bnk,Mod,NAmes,Norm,1Fam,SLvl,1955,1955,None,572.0,0,50,3,3,WD ,130000,25,9,9,3,1360,384.0,1.0
FV,2117,Lvl,Gtl,Somerst,Norm,Twnhs,2Story,2000,2000,BrkFace,440.0,0,0,4,3,WD ,177000,30,12,12,3,1525,596.0,2.5
RM,8155,Lvl,Gtl,IDOTRR,Norm,1Fam,1.5Fin,1930,1950,None,0.0,0,0,3,4,WD ,119000,35,9,12,0,1200,390.0,1.0
RL,5500,Lvl,Gtl,SWISU,Norm,1Fam,1Story,2004,2004,None,246.0,0,120,3,2,WD ,157000,35,9,16,0,1073,605.0,2.0
RL,11553,Lvl,Gtl,Sawyer,Norm,1Fam,1Story,1968,1968,BrkFace,336.0,466,0,3,3,WD ,158000,25,9,9,2,1159,862.0,1.5
RL,7150,Lvl,Gtl,NAmes,Norm,1Fam,1.5Fin,1955,1955,None,352.0,0,0,2,4,WD ,115000,16,9,9,0,1540,670.0,1.0
RL,6285,Lvl,Gtl,Sawyer,Norm,1Fam,1Story,1977,1977,None,308.0,192,0,3,2,WD ,120750,25,9,12,0,894,340.5,1.0
FV,7500,Lvl,Gtl,Somerst,Norm,1Fam,2Story,2000,2000,None,663.0,0,96,4,3,WD ,216000,35,12,12,0,1674,673.5,2.5
RM,2001,Lvl,Gtl,MeadowV,Norm,Twnhs,2Story,1970,1970,BrkFace,286.0,0,0,3,3,WD ,75000,20,9,9,0,1092,273.0,1.5
RL,19508,Lvl,Gtl,Veenker,Norm,1Fam,1Story,1974,1974,BrkFace,484.0,117,108,3,3,WD ,192000,30,9,9,6,1430,1115.0,2.0
RL,7176,Lvl,Gtl,Sawyer,Norm,1Fam,SLvl,1978,1978,BrkFace,616.0,131,0,3,3,WD ,160500,36,9,12,2,1040,877.0,1.0
RL,10652,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,2006,2007,Stone,840.0,160,33,4,3,New,279500,35,12,12,4,1494,747.0,2.0
RL,11235,Lvl,Gtl,Sawyer,Feedr,1Fam,SFoyer,1963,1963,None,440.0,64,0,4,3,WD ,148000,30,9,12,0,1075,882.5,1.0
RL,10265,Lvl,Gtl,Sawyer,Norm,1Fam,1Story,1967,2005,None,294.0,204,0,4,3,WD ,145000,35,6,9,0,992,875.0,1.0
RL,14541,Lvl,Gtl,NoRidge,Norm,1Fam,2Story,1993,1993,None,796.0,209,55,4,5,WD ,310000,56,16,16,3,2520,1175.0,2.5
RL,10184,Lvl,Gtl,NAmes,Norm,1Fam,SLvl,1963,1963,BrkFace,294.0,345,75,3,3,WD ,165000,30,9,9,4,1146,831.5,1.0
RL,46589,Lvl,Gtl,NoRidge,Norm,1Fam,2Story,1994,2005,BrkFace,711.0,517,76,4,4,WD ,402000,56,12,16,3,2448,1405.0,2.5
FV,10625,Lvl,Gtl,Somerst,Norm,1Fam,2Story,2005,2005,None,936.0,154,210,4,3,WD ,250000,35,12,12,4,1958,513.0,2.5
RM,1470,Lvl,Gtl,MeadowV,Norm,Twnhs,SFoyer,1970,1970,None,0.0,0,0,3,1,WD ,73000,24,9,12,0,630,576.0,1.0
RL,9000,Lvl,Gtl,NAmes,Norm,Duplex,2Story,1974,1974,None,0.0,32,45,3,4,WD ,136000,25,9,12,0,1792,448.0,3.0
RL,5911,Lvl,Gtl,NridgHt,Norm,TwnhsE,1Story,2005,2005,BrkFace,556.0,196,56,5,2,WD ,282500,45,15,15,4,1565,1016.0,2.0
RL,8987,Lvl,Gtl,Somerst,Norm,1Fam,1Story,2005,2006,BrkFace,880.0,144,0,4,2,WD ,221500,40,12,12,4,1595,797.5,2.0
RL,17871,Lvl,Gtl,Crawfor,Norm,1Fam,1Story,1995,1996,None,628.0,152,0,4,4,WD ,170000,20,9,12,0,1680,840.0,2.0
RL,11500,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1967,1967,None,480.0,0,0,3,3,WD ,163000,24,6,6,1,1040,926.0,1.0
RL,12257,Lvl,Gtl,NoRidge,Norm,1Fam,2Story,1995,1995,BrkFace,752.0,222,98,4,4,WD ,290000,40,12,12,3,2531,655.0,2.5
RL,9044,Lvl,Gtl,NoRidge,Norm,1Fam,2Story,1996,1997,BrkFace,933.0,198,92,4,4,WD ,330000,40,16,12,3,2538,1275.0,2.5
RM,1680,Lvl,Gtl,BrDale,Norm,Twnhs,2Story,1973,1973,BrkFace,264.0,0,0,3,2,WD ,111000,30,9,9,0,987,368.5,1.5
RL,9468,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,1999,1999,BrkFace,530.0,176,73,3,3,WD ,214000,30,9,12,3,1755,739.5,2.5
RL,9373,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1953,1953,BrkFace,636.0,0,0,3,3,WD ,137500,30,9,9,0,1152,728.0,1.5
FV,7000,Lvl,Gtl,Somerst,Norm,1Fam,2Story,2003,2003,None,581.0,0,35,5,3,WD ,240900,35,12,12,5,1884,774.0,2.5
RL,10186,Lvl,Gtl,NoRidge,Norm,1Fam,2Story,1992,1992,None,564.0,240,39,4,3,WD ,190000,35,12,12,3,1923,712.0,2.5
RL,11664,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,2002,2002,None,1231.0,262,93,4,3,WD ,250000,35,12,12,0,1611,1401.5,2.0
RL,10768,Lvl,Gtl,Veenker,Norm,1Fam,1Story,1976,2004,None,528.0,0,21,4,3,WD ,218000,40,16,12,2,1437,1297.0,2.0
RL,10530,Lvl,Gtl,NWAmes,Norm,1Fam,2Story,1993,1993,BrkFace,473.0,235,86,4,3,WD ,255000,42,12,12,4,2075,983.5,2.5
RL,14859,HLS,Gtl,Gilbert,Norm,1Fam,1Story,2006,2006,BrkFace,690.0,144,60,4,3,New,240000,35,12,12,4,1670,835.0,2.0
RL,10481,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,2006,2007,None,894.0,136,32,4,3,New,360000,40,12,12,0,2140,1070.0,2.5
RL,9350,Lvl,Gtl,NAmes,Norm,1Fam,SLvl,1965,1999,None,502.0,0,92,4,3,WD ,179900,40,12,9,4,1265,926.0,2.0
RL,18030,Bnk,Gtl,ClearCr,Norm,1Fam,1.5Fin,1946,1994,None,0.0,122,0,5,3,WD ,200500,30,9,9,4,2607,640.5,3.0
RM,5925,Lvl,Gtl,OldTown,Norm,1Fam,1.5Fin,1910,1950,None,0.0,0,0,3,2,WD ,37900,18,9,9,0,968,300.0,1.0
RL,6718,Lvl,Gtl,Timber,Norm,1Fam,1Story,2001,2001,BrkFace,471.0,256,28,4,2,WD ,180500,40,12,15,0,1312,758.5,2.0
RL,11855,Lvl,Gtl,SawyerW,Norm,Duplex,2Story,2000,2000,BrkFace,820.0,312,0,3,6,WD ,269500,35,9,15,6,2787,994.0,5.0
RL,12394,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,2003,2003,None,433.0,100,48,4,3,WD ,225000,35,12,12,4,1733,423.5,2.5
RM,7000,Lvl,Gtl,IDOTRR,Norm,1Fam,1.5Fin,1940,1950,None,720.0,0,0,4,3,WD ,141000,42,9,9,0,1215,547.5,1.0
RL,10367,Lvl,Gtl,NridgHt,Norm,1Fam,1Story,2008,2008,Stone,927.0,168,45,5,3,ConLI,335000,45,15,15,4,1743,1377.0,2.0
RL,15240,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,1977,2004,None,308.0,316,85,3,3,WD ,150000,40,16,12,0,1026,268.0,1.5
RL,13600,Lvl,Gtl,NAmes,Norm,1Fam,2Story,1965,1990,BrkFace,486.0,0,42,3,3,WD ,205000,42,9,9,6,1986,611.0,2.5
RL,6762,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,2006,2006,Stone,632.0,105,61,4,2,WD ,206000,35,12,12,0,1208,936.5,2.0
RL,8500,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,2004,2004,BrkFace,626.0,192,60,4,3,WD ,179600,35,12,12,0,1422,711.0,2.0
RL,8877,Lvl,Gtl,Edwards,Norm,1Fam,1Story,1951,1951,None,396.0,0,0,3,2,COD,102000,20,9,4,0,1220,836.0,1.0
RL,15611,Lvl,Gtl,NWAmes,Norm,1Fam,1Story,1977,1977,None,540.0,180,0,5,3,WD ,175000,30,9,12,0,1126,900.0,2.0
RL,13300,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1956,2001,None,896.0,75,0,3,2,WD ,159000,25,9,9,0,1384,754.5,1.0
RL,6500,Lvl,Gtl,Edwards,Norm,1Fam,1Story,1976,1976,BrkFace,480.0,0,0,3,3,WD ,135000,36,9,15,1,1127,1080.0,1.5
RL,9525,Lvl,Gtl,Edwards,Norm,1Fam,1.5Fin,1954,1972,None,325.0,182,0,3,4,WD ,136900,24,9,6,0,1855,719.0,2.0
RL,6993,Lvl,Gtl,Sawyer,Feedr,1Fam,1Story,1961,1994,None,288.0,0,0,3,3,WD ,135000,35,9,9,3,1236,688.5,1.0
RL,9430,Lvl,Gtl,NoRidge,Norm,1Fam,2Story,1999,1999,BrkFace,856.0,0,128,4,3,WD ,337000,40,12,12,4,2365,1207.5,2.5
RL,11029,Lvl,Gtl,NWAmes,PosA,1Fam,2Story,1968,1984,BrkFace,619.0,0,65,4,4,WD ,250000,42,9,9,4,2654,836.5,2.5
RL,14311,Lvl,Gtl,NWAmes,Norm,1Fam,2Story,1996,1996,BrkFace,787.0,192,180,4,4,WD ,306000,40,12,12,4,2340,1129.5,2.5
RL,10800,Lvl,Gtl,Edwards,Norm,Duplex,1Story,1987,1988,None,0.0,120,0,3,3,WD ,179000,25,12,16,0,1200,1200.0,3.0
FV,3604,Lvl,Gtl,Somerst,Norm,TwnhsE,2Story,2007,2007,None,540.0,0,102,4,2,WD ,146000,35,12,12,0,1392,344.5,2.0
RM,10320,Lvl,Gtl,IDOTRR,Norm,1Fam,1.5Fin,1915,1950,None,720.0,0,0,3,3,WD ,161000,30,9,6,4,2180,756.5,1.5
RL,10603,Lvl,Gtl,NWAmes,Norm,1Fam,1Story,1977,2001,BrkFace,480.0,168,68,4,3,WD ,205000,42,9,9,6,1610,1405.0,2.0
RL,4084,Lvl,Gtl,Timber,Norm,TwnhsE,1Story,1986,1986,BrkFace,512.0,240,0,4,2,WD ,241500,42,12,12,3,1501,1085.0,2.0
RL,7943,Lvl,Gtl,Sawyer,Feedr,1Fam,1Story,1961,1961,BrkCmn,261.0,64,0,3,3,WD ,118500,20,6,9,0,1029,966.0,1.0
RL,6930,Lvl,Gtl,ClearCr,Norm,1Fam,SLvl,1958,1958,BrkFace,288.0,168,0,4,3,WD ,130000,20,9,9,0,1352,534.0,1.0
RM,7200,Lvl,Gtl,OldTown,Norm,1Fam,1Story,1940,1950,Stone,379.0,0,0,3,2,WD ,130000,40,9,9,8,1072,404.0,1.0
RL,16052,Lvl,Gtl,StoneBr,Norm,1Fam,2Story,2006,2006,Stone,736.0,250,0,5,4,New,535000,50,15,15,4,2698,1528.0,2.5
RL,7150,Lvl,Gtl,Sawyer,Feedr,1Fam,1Story,1962,1962,BrkFace,252.0,0,0,3,3,WD ,123000,30,9,9,0,912,231.0,1.0
RL,6012,Lvl,Gtl,Edwards,Norm,Duplex,1Story,1955,1955,None,0.0,0,0,3,2,WD ,82000,20,6,0,0,1152,0.0,2.0
RM,5350,Lvl,Gtl,OldTown,Artery,1Fam,2Story,1920,1965,None,288.0,0,192,3,3,WD ,132000,56,9,9,0,1450,370.0,1.0
RL,5400,Lvl,Sev,OldTown,Norm,1Fam,1Story,1921,1968,None,326.0,0,0,3,2,WD ,108480,30,9,9,0,1073,536.5,1.0
RL,9535,Lvl,Gtl,Sawyer,Norm,1Fam,1Story,1967,1967,BrkFace,512.0,284,0,3,3,WD ,165000,25,9,9,3,1458,194.0,1.5
RL,7441,Lvl,Gtl,SawyerW,Norm,1Fam,1Story,2006,2006,BrkFace,566.0,0,32,4,3,WD ,181000,35,12,12,0,1486,730.5,2.0
RL,15400,Lvl,Gtl,Sawyer,Norm,1Fam,SLvl,1961,1961,None,384.0,290,40,3,4,WD ,165000,25,9,12,3,1515,276.0,2.0
RL,10544,Lvl,Mod,Mitchel,Norm,1Fam,1.5Fin,1969,1969,None,275.0,287,0,3,5,WD ,161000,25,9,9,0,1479,670.0,2.0
RL,10936,Lvl,Gtl,Somerst,Feedr,1Fam,1Story,2006,2006,BrkFace,510.0,144,0,4,3,New,199000,40,12,12,0,1504,752.0,2.0
RL,11316,Lvl,Gtl,Timber,Norm,1Fam,2Story,2002,2003,BrkFace,510.0,0,40,4,4,WD ,214900,35,12,12,4,1894,720.5,2.5
FV,8640,Lvl,Gtl,Somerst,Norm,1Fam,1Story,2006,2006,None,584.0,0,60,4,2,New,198600,40,12,12,0,1278,651.0,2.0
RL,12090,Lvl,Gtl,NoRidge,Norm,1Fam,2Story,1998,1998,BrkFace,420.0,144,123,4,4,WD ,258000,40,12,12,3,2263,570.5,2.5
RL,7939,Lvl,Gtl,SawyerW,Feedr,Duplex,2Story,2000,2000,BrkFace,820.0,312,0,3,6,WD ,269500,35,9,15,6,2787,994.0,5.0
RL,7750,Lvl,Gtl,Gilbert,RRAn,1Fam,2Story,2002,2002,None,403.0,100,35,4,3,WD ,176000,35,12,12,4,1414,353.5,2.5
RL,9350,Lvl,Gtl,NAmes,Norm,1Fam,SLvl,1964,1991,BrkFace,309.0,333,0,4,3,CWD,158000,42,9,12,0,1302,496.0,2.0
RL,7750,Lvl,Gtl,Gilbert,Norm,1Fam,SLvl,2002,2002,None,527.0,120,0,4,3,WD ,184100,40,12,12,3,1419,380.5,2.5
RL,13001,Lvl,Gtl,NWAmes,PosN,1Fam,1Story,1971,1971,BrkFace,944.0,0,0,3,2,WD ,170000,30,9,9,3,1220,998.0,2.0
RL,13607,Lvl,Gtl,Crawfor,Norm,1Fam,SLvl,1986,1986,BrkFace,501.0,400,112,3,3,WD ,208000,36,12,9,3,1982,513.0,2.5
RM,4435,Lvl,Gtl,CollgCr,Norm,TwnhsE,1Story,2003,2003,BrkFace,420.0,140,0,4,1,WD ,140000,30,12,12,0,848,766.5,1.0
RM,3843,HLS,Mod,Crawfor,Norm,TwnhsE,1Story,2007,2008,Stone,482.0,162,53,5,2,New,230000,40,15,15,4,1648,1536.0,2.0
RL,5950,HLS,Mod,StoneBr,Norm,TwnhsE,1Story,1989,1989,None,462.0,0,73,4,2,WD ,188500,40,12,12,3,1337,828.0,2.0
RL,12400,HLS,Mod,Crawfor,Norm,1Fam,1.5Fin,1940,1950,None,410.0,0,0,3,2,WD ,194000,30,9,12,4,1717,751.5,1.5
RL,10425,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1956,1958,None,384.0,0,0,3,3,WD ,133000,25,9,9,0,1104,939.0,1.0
RL,16269,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,1978,1978,BrkFace,343.0,72,0,3,3,WD ,140000,25,9,12,0,907,766.0,1.0
RL,8998,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,2000,2000,BrkFace,532.0,0,70,4,3,WD ,207500,35,12,12,0,1652,654.5,2.5
RL,10400,Lvl,Gtl,NWAmes,PosA,1Fam,2Story,1967,1997,BrkFace,515.0,0,120,4,5,WD ,256900,42,9,9,3,2640,466.0,2.5
RL,10134,Lvl,Gtl,OldTown,Norm,1Fam,1.5Fin,1940,1950,None,240.0,0,39,3,2,WD ,109000,30,9,9,0,1034,367.5,1.0
RL,7007,Bnk,Gtl,SawyerW,Norm,Duplex,1Story,1979,1979,None,400.0,0,0,3,4,WD ,113722,25,9,0,0,1513,0.0,2.0
RL,11645,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,2005,2006,Stone,844.0,144,98,4,3,WD ,237000,40,12,15,4,1498,761.0,2.0
RL,8250,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1963,1963,None,692.0,240,0,4,3,WD ,142100,35,9,9,0,1053,670.5,1.0
RL,11027,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1954,1954,Stone,452.0,280,0,3,2,WD ,149900,30,9,9,0,1293,553.5,2.0
RL,12350,Lvl,Gtl,NridgHt,Norm,1Fam,1Story,2008,2008,Stone,896.0,192,98,5,3,WD ,404000,45,15,15,4,2020,1626.0,2.0
RL,18275,HLS,Gtl,NAmes,Norm,1Fam,2Story,1962,1998,None,441.0,520,102,3,3,WD ,277500,56,9,9,8,2448,1037.0,3.0
RL,9206,Lvl,Gtl,SawyerW,Norm,1Fam,2Story,1985,1985,BrkFace,476.0,192,46,4,3,WD ,178000,30,12,12,3,1732,370.5,2.5
RL,6240,Lvl,Gtl,NridgHt,Norm,TwnhsE,1Story,2006,2006,BrkFace,550.0,192,38,4,2,WD ,254000,40,12,12,4,1324,1093.5,2.0
RM,9656,Lvl,Gtl,OldTown,Norm,1Fam,1Story,1923,1970,None,780.0,0,0,3,2,WD ,12789,4,6,4,4,832,339.0,1.0
RL,7875,Lvl,Gtl,Gilbert,Norm,1Fam,1Story,1995,1996,BrkFace,402.0,220,21,3,3,WD ,176000,35,9,16,3,1253,618.5,2.0
RL,16259,Lvl,Gtl,NridgHt,Norm,1Fam,2Story,2006,2006,Stone,840.0,240,154,4,4,New,342643,45,9,20,0,2596,624.5,3.5
RL,6173,Lvl,Gtl,Sawyer,Norm,1Fam,1Story,1967,1967,BrkFace,288.0,0,0,3,3,WD ,125500,30,9,9,0,902,737.5,1.0
RL,12890,Lvl,Gtl,Timber,Norm,1Fam,1Story,1989,1989,BrkFace,438.0,252,0,3,3,WD ,150000,30,9,12,3,1495,747.5,2.0
FV,10440,Lvl,Gtl,Somerst,Norm,1Fam,1Story,2007,2007,None,594.0,0,256,5,2,New,261329,40,15,12,4,1584,787.0,2.0
RL,7500,Lvl,Gtl,SawyerW,Norm,1Fam,1Story,2004,2005,BrkFace,0.0,0,0,4,3,WD ,141000,35,9,12,0,1080,880.0,1.0
RL,9532,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1953,1953,None,280.0,225,0,3,3,WD ,153000,24,9,9,2,1647,673.0,1.0
RL,3922,Lvl,Gtl,Blmngtn,Norm,TwnhsE,1Story,2006,2007,BrkFace,648.0,144,16,4,2,New,172500,35,12,15,4,1258,629.0,2.0
RL,8730,Lvl,Gtl,BrkSide,RRAn,1Fam,2Story,1915,2003,None,384.0,0,0,3,3,WD ,153575,42,9,9,0,1396,349.0,1.0
C (all),6060,Lvl,Gtl,IDOTRR,Norm,1Fam,1Story,1930,2007,None,216.0,154,0,4,2,WD ,124900,45,12,9,0,1001,787.0,1.0
RL,14450,Lvl,Gtl,NridgHt,Norm,1Fam,1Story,2006,2007,BrkFace,732.0,124,98,5,3,New,415298,45,15,15,5,2121,1060.5,2.5
RM,5400,Lvl,Gtl,OldTown,Norm,1Fam,1.5Fin,1920,1950,None,207.0,0,0,3,3,ConLI,119000,36,6,9,0,1044,486.0,1.0
RL,10000,Lvl,Gtl,Somerst,Norm,1Fam,1Story,2006,2006,Stone,825.0,144,45,4,3,WD ,227000,40,12,16,4,1588,794.0,2.0
RL,10007,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1959,2006,BrkFace,312.0,0,0,4,3,WD ,145500,35,12,9,0,1053,929.5,1.5
RM,7830,Lvl,Gtl,OldTown,Norm,1Fam,1Story,1921,1950,None,200.0,0,0,3,1,WD ,61500,15,9,6,0,492,454.0,1.0
RL,11727,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1969,1969,BrkFace,506.0,0,146,3,3,WD ,192100,42,12,9,3,1851,925.5,2.0
RM,10320,Bnk,Gtl,IDOTRR,Artery,2fmCon,2Story,1915,1965,None,308.0,0,0,3,3,WD ,116000,42,12,9,0,1403,356.0,1.5
RL,10482,Lvl,Gtl,NAmes,Norm,1Fam,SLvl,1958,1958,BrkFace,264.0,224,0,3,3,WD ,145000,48,12,9,0,1138,547.5,1.0
RL,15274,Lvl,Gtl,NridgHt,Norm,1Fam,1Story,2003,2003,BrkFace,886.0,0,116,5,3,WD ,445000,45,12,15,4,2452,2212.0,2.0
RL,8800,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,1977,2008,None,484.0,0,0,4,3,WD ,150500,35,9,12,0,1040,714.0,2.0
RL,10000,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,1993,1994,None,440.0,157,84,3,3,WD ,175900,30,9,12,3,1655,381.5,2.5
RL,10140,Lvl,Gtl,NWAmes,Norm,1Fam,1Story,1974,1974,BrkFace,528.0,0,0,3,3,WD ,167900,36,9,9,3,1116,1002.0,2.0
RL,14054,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,2006,2006,None,660.0,100,17,4,4,New,219210,35,12,12,4,1863,439.5,2.5
RL,11218,Lvl,Gtl,SawyerW,Norm,1Fam,2Story,1992,1992,None,462.0,635,104,4,3,WD ,189000,30,12,12,3,1845,527.5,2.5
RL,8856,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1957,1957,BrkFace,292.0,0,88,3,3,WD ,136500,20,9,9,8,1176,872.5,1.0
RL,7800,Lvl,Gtl,Sawyer,Norm,1Fam,1Story,1966,2008,BrkFace,416.0,0,0,4,3,WD ,137900,35,9,9,0,892,315.0,1.0
RM,7200,Lvl,Gtl,OldTown,Norm,1Fam,1Story,1910,2006,None,280.0,0,30,3,2,WD ,85000,20,9,9,0,1022,402.0,1.0
RL,10680,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1951,1951,BrkFace,528.0,0,30,3,4,WD ,137900,15,9,6,0,2136,1446.0,2.0
RL,9535,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,1998,1998,None,472.0,100,82,3,3,WD ,195500,30,9,12,0,1604,888.5,2.5
RL,6858,Bnk,Gtl,SWISU,Norm,1Fam,2Story,1915,1950,None,216.0,0,66,2,4,WD ,128000,24,9,12,0,1647,403.0,1.5
RL,8100,Lvl,Gtl,Sawyer,Feedr,1Fam,1Story,1961,2007,None,420.0,132,0,4,3,WD ,135000,40,12,9,3,864,814.0,1.0
RL,9216,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,1975,1975,BrkFace,576.0,0,0,3,3,WD ,143195,30,9,9,2,1076,685.0,1.5
RM,9100,Lvl,Gtl,BrkSide,RRAn,1Fam,1Story,1930,1960,None,308.0,0,0,3,2,WD ,79500,30,9,9,0,779,371.0,1.0
RL,12774,Lvl,Gtl,SawyerW,Norm,1Fam,2Story,2003,2004,BrkFace,478.0,168,68,4,3,WD ,192500,35,12,12,0,1663,417.5,2.5
RM,6000,Lvl,Gtl,OldTown,Norm,1Fam,1.5Fin,1950,1970,None,308.0,0,12,3,3,WD ,129500,35,15,9,0,1328,576.0,1.5
RL,10364,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,1995,1996,None,373.0,0,40,3,3,WD ,168000,30,9,12,3,1572,403.0,2.5
RM,6000,Lvl,Gtl,BrkSide,Norm,1Fam,1.5Fin,1939,1950,None,240.0,0,0,3,2,WD ,105000,30,9,9,4,1342,501.5,2.0
RL,10530,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1971,1971,None,576.0,0,312,3,3,WD ,143250,30,9,9,0,981,614.0,1.5
RL,9525,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,1995,2006,None,352.0,278,0,4,3,WD ,144000,30,9,12,0,1099,549.5,1.5
RL,8880,Lvl,Gtl,SawyerW,Norm,1Fam,2Story,1994,2002,None,463.0,0,130,4,3,WD ,205000,35,12,12,4,2110,821.5,2.5
RL,8410,Lvl,Gtl,Mitchel,Norm,1Fam,SFoyer,1974,1974,None,528.0,193,0,3,2,WD ,143000,36,9,12,1,1026,947.0,1.0
FV,4385,Lvl,Gtl,Somerst,Norm,TwnhsE,1Story,2001,2001,None,588.0,155,58,5,2,WD ,290000,45,12,15,3,1419,1191.5,1.5
RL,12919,Lvl,Gtl,NridgHt,Norm,1Fam,1Story,2009,2010,Stone,820.0,0,67,5,2,New,611657,45,15,15,8,2364,2259.0,2.5
RL,12464,Low,Mod,CollgCr,Norm,1Fam,1Story,1996,1996,None,576.0,168,0,4,3,WD ,152000,25,12,12,0,1040,886.0,1.0
RL,5005,HLS,Gtl,StoneBr,Norm,TwnhsE,1Story,1992,1992,None,506.0,0,82,4,2,WD ,191500,40,12,12,0,1280,771.5,2.0
RL,9591,Lvl,Gtl,NridgHt,Norm,1Fam,2Story,2004,2005,BrkFace,852.0,192,151,4,4,WD ,317000,40,12,15,4,2473,571.5,2.5
RL,6960,Lvl,Gtl,Sawyer,Norm,1Fam,1.5Fin,1940,1998,None,224.0,0,0,4,2,WD ,165250,56,9,9,8,1302,469.0,1.5
RL,9825,Lvl,Gtl,Edwards,Norm,1Fam,1Story,1966,1966,None,264.0,259,0,3,3,COD,123000,25,9,9,0,1092,850.5,1.0
RL,14175,Lvl,Gtl,Sawyer,PosA,1Fam,1Story,1956,1956,None,621.0,102,89,3,1,WD ,185000,48,9,12,3,1188,882.0,1.0
